ProbeIDs	GAOM_10	GAOM_11	GAOM_3	GAOM_6
Cdh15	0	0	0	0
Cdh16	1	0	0	0
Cdh17	0	0	0	0
Cdh18	0	0	0	0
Cdh19	0	2	0	0
Cdh2	2	8	4	2
Cdh20	0	0	0	0
Cdh22	0	2	0	0
Cdh23	0	0	1	0
Cdh24	0	0	1	2
Cdh26	3	6	3	4
Cdh29	0	0	0	0
Cdh3	2	8	3	7
Cdh4	0	4	2	1
Cdh5	11	6	5	16
Cdh6	2	4	0	4
Cdh7	0	0	0	0
Cdh8	1	1	1	0
Cdh9	0	0	1	0
Cdhr1	1	5	2	0
Cdhr2	174	104	163	70
Cdhr3	0	0	0	0
Cdhr4	0	0	0	0
Cdhr5	6	3	1	6
Cdipt	414	370	344	294
Cdk1	45	55	20	16
Cdk10	44	61	45	45
Cdk11b	188	207	187	210
Cdk12	132	138	104	151
Cdk13	163	187	129	171
Cdk14	5	10	5	4
Cdk15	0	0	0	0
Cdk16	496	499	376	464
Cdk17	410	406	345	499
Cdk18	359	487	316	314
Cdk19	24	43	52	52
Cdk2	45	54	49	56
Cdk20	17	34	21	20
Cdk2ap1	16	10	15	26
Cdk2ap2	239	264	185	178
Cdk3-ps	2	0	0	0
Cdk4	320	332	296	447
Cdk5	101	93	99	98
Cdk5r1	3	3	3	1
Cdk5r2	0	3	1	0
Cdk5rap1	31	35	33	23
Cdk5rap2	40	62	22	46
Cdk5rap3	516	453	434	464
Cdk6	14	10	13	17
Cdk7	75	90	95	135
Cdk8	102	126	84	123
Cdk9	116	137	100	144
Cdkal1	47	48	56	67
Cdkl1	5	9	2	13
Cdkl2	74	60	47	56
Cdkl3	3	2	0	3
Cdkl4	2	1	1	1
Cdkl5	11	12	9	15
Cdkn1a	279	238	138	575
Cdkn1b	103	132	88	76
Cdkn1c	8	7	8	3
Cdkn2a	1	0	0	0
Cdkn2aip	50	80	53	85
Cdkn2aipnl	327	353	285	379
Cdkn2b	2	7	4	7
Cdkn2c	19	23	20	14
Cdkn2d	1	1	0	0
Cdkn3	4	12	4	2
Cdnf	2	9	5	4
Cdo1	126	78	58	126
Cdon	59	61	51	57
Cdr1	0	0	0	0
Cdr2	78	86	46	112
Cdr2l	15	11	7	18
Cdrt4	0	1	1	0
Cds1	13	15	13	19
Cds2	138	239	162	216
Cdsn	0	0	0	0
Cdt1	32	20	7	13
Cdv3	339	402	314	413
Cdx1	0	0	0	0
Cdx2	0	0	0	0
Cdx4	0	2	0	0
Cdyl	25	43	32	48
Cdyl2	3	6	2	4
Ceacam-ps1	0	0	0	0
Ceacam1	147	156	172	148
Ceacam10	0	0	0	0
Ceacam11	0	0	0	0
Ceacam12	0	0	0	0
Ceacam13	0	0	0	0
Ceacam14	0	0	0	0
Ceacam15	0	0	0	0
Ceacam16	0	0	0	0
Ceacam18	0	0	0	0
Ceacam19	0	0	0	0
Ceacam2	0	0	0	0
Ceacam20	0	1	0	0
Ceacam3	0	0	0	0
Ceacam5	0	0	0	0
Ceacam9	0	0	0	0
Cebpa	220	209	204	252
Cebpb	28	23	18	25
Cebpd	23	20	15	31
Cebpe	0	0	0	0
Cebpg	298	403	302	450
Cebpz	248	281	227	387
Cecr2	37	75	46	42
Cecr5	52	60	61	40
Cecr6	0	0	0	0
Cel	890121	894652	907805	568093
Cela1	734651	892402	794660	579010
Cela2a	1200991	1306481	892262	772412
Cela3b	272773	205871	217654	138573
Celf1	141	160	117	186
Celf2	111	92	72	75
Celf3	10	12	3	6
Celf4	11	12	16	11
Celf5	0	1	0	1
Celf6	0	0	0	0
Celsr1	808	1032	515	824
Celsr2	280	330	166	312
Celsr3	4	7	0	2
Cend1	0	0	0	0
Cenpa	9	29	6	7
Cenpb	705	616	481	408
Cenpc1	50	51	40	51
Cenpe	12	24	2	5
Cenpf	26	59	8	12
Cenph	2	6	3	3
Cenpi	4	8	2	2
Cenpj	13	8	10	12
Cenpk	4	1	4	4
Cenpl	8	7	8	10
Cenpm	18	12	7	3
Cenpn	5	10	5	8
Cenpo	26	21	16	19
Cenpp	4	11	0	0
Cenpq	11	21	26	27
Cenpt	6	12	1	8
Cenpv	52	66	55	77
Cenpw	3	7	7	3
Cep110	49	52	43	39
Cep120	69	107	72	83
Cep135	26	28	14	29
Cep152	34	39	20	25
Cep164	57	61	40	55
Cep170	18	28	12	42
Cep192	43	38	29	40
Cep250	25	33	21	31
Cep290	56	40	34	28
Cep350	213	239	137	232
Cep55	10	12	2	5
Cep57	43	70	72	98
Cep57l1	23	35	35	24
Cep63	83	120	113	85
Cep68	113	128	102	109
Cep70	13	24	12	26
Cep72	4	8	3	2
Cep76	100	93	74	110
Cep78	81	81	76	90
Cep97	27	23	19	27
Cept1	180	206	223	253
Cer1	1	1	0	0
Cercam	2	2	1	5
Cerk	9	13	6	11
Cerkl	0	0	2	0
Ces1a	0	0	0	0
Ces1b	0	0	0	0
Ces1c	0	0	0	0
Ces1d	152	234	136	192
Ces1e	168	152	127	214
Ces1f	0	0	0	0
Ces1g	0	1	0	2
Ces2a	0	0	0	0
Ces2b	0	0	0	0
Ces2c	0	0	0	1
Ces2d-ps	0	0	0	0
Ces2e	0	1	0	1
Ces2f	0	0	0	0
Ces2g	78	67	59	55
Ces3a	1	4	1	1
Ces3b	0	0	0	0
Ces4a	0	0	0	0
Ces5a	2	2	2	2
Cetn1	0	0	0	0
Cetn2	178	194	243	238
Cetn3	108	139	117	140
Cetn4	4	1	4	0
Cfb	227	78	39	369
Cfc1	0	1	0	0
Cfd	0	0	0	0
Cfdp1	314	300	317	463
Cfh	3	6	3	10
Cfhr1	0	0	0	0
Cfhr2	0	0	0	0
Cfi	14	16	22	120
Cfl1	534	456	469	576
Cfl2	106	154	131	171
Cflar	166	126	109	157
Cfp	7	6	4	5
Cftr	19	28	9	71
Cga	0	1	1	0
Cggbp1	330	393	343	401
Cgn	153	132	117	117
Cgnl1	731	763	523	633
Cgref1	162	128	178	211
Cgrrf1	130	159	127	128
Ch25h	0	0	0	0
Chac1	537	739	270	607
Chac2	167	173	206	133
Chad	14	8	8	8
Chadl	7	2	12	3
Chaf1a	18	22	6	9
Chaf1b	26	12	3	12
Chat	0	0	0	0
Chchd1	201	194	182	198
Chchd10	295	235	240	155
Chchd2	352	294	400	457
Chchd3	427	458	417	508
Chchd4	68	102	73	91
Chchd5	42	70	52	52
Chchd6	60	32	39	18
Chchd7	191	183	205	175
Chchd8	54	47	42	61
Chd1	100	130	84	125
Chd1l	54	67	62	75
Chd2	157	235	130	165
Chd3	170	135	92	167
Chd4	835	764	524	729
Chd5	2	12	3	5
Chd6	220	237	179	209
Chd7	47	76	37	52
Chd8	335	314	220	298
Chd9	201	186	131	189
Chdh	516	461	459	484
Chek1	27	15	3	23
Chek2	14	25	7	21
Cherp	147	118	79	142
Chfr	74	116	85	93
Chga	229	537	346	122
Chgb	42	89	62	36
Chi3l1	1	0	1	3
Chi3l3	1	0	2	2
Chi3l4	0	0	0	0
Chia	0	0	0	0
Chic1	14	28	22	18
Chic2	62	89	73	84
Chid1	747	474	488	664
Chit1	0	0	0	0
Chka	332	479	274	485
Chkb	2	6	2	3
Chl1	0	0	0	2
Chm	92	75	67	87
Chml	62	43	55	44
Chmp1a	208	225	184	192
Chmp1b	121	149	134	149
Chmp2a	444	418	477	456
Chmp2b	114	195	180	151
Chmp4b	482	520	516	488
Chmp4c	79	86	63	70
Chmp5	225	220	269	302
Chmp6	123	107	73	90
Chmp7	173	204	194	207
Chn1	1	3	3	2
Chn2	103	67	76	122
Chodl	0	0	0	0
Chordc1	162	135	131	244
Chpf	89	86	50	79
Chpf2	210	210	105	139
Chpt1	399	374	390	355
Chrac1	92	104	119	101
Chrd	19	11	16	12
Chrdl1	1	2	0	1
Chrdl2	50	89	111	54
Chrm1	40	35	83	26
Chrm2	0	0	0	0
Chrm3	121	148	102	138
Chrm4	1	0	1	1
Chrm5	0	0	0	0
Chrna1	0	0	0	0
Chrna10	0	0	0	1
Chrna2	0	0	0	0
Chrna3	0	0	0	0
Chrna4	1	0	0	0
Chrna5	0	0	0	0
Chrna6	0	0	0	0
Chrna7	1	0	0	1
Chrna9	0	0	0	0
Chrnb1	8	14	18	17
Chrnb2	12	14	7	6
Chrnb3	0	0	0	0
Chrnb4	2	0	1	0
Chrnd	0	0	0	0
Chrne	0	0	0	0
Chrng	0	0	0	0
Chst1	2	1	0	0
Chst10	0	1	0	0
Chst11	4	4	3	1
Chst12	32	27	12	23
Chst13	0	0	0	0
Chst14	8	9	11	8
Chst15	2	11	5	9
Chst2	2785	2935	1973	2210
Chst3	2	1	0	0
Chst4	1	0	0	0
Chst5	0	0	1	2
Chst7	2	0	0	0
Chst8	2	2	2	2
Chst9	0	3	0	0
Chsy1	20	23	21	22
Chsy3	1	1	4	7
Chtf18	10	9	3	4
Chtf8	186	268	198	247
Chuk	256	273	208	334
Churc1	54	79	82	89
Ciao1	263	238	231	264
Ciapin1	82	75	53	82
Cib1	86	110	110	95
Cib2	125	116	122	92
Cib3	0	1	0	0
Cib4	0	0	0	0
Cic	185	196	81	174
Cidea	0	0	0	0
Cideb	1	1	1	1
Cidec	0	0	0	0
Ciita	2	3	0	1
Cilp	5	8	2	6
Cilp2	2	3	3	0
Cinp	114	97	66	106
Cir1	4	10	7	7
Cirbp	63	105	72	51
Cirh1a	104	81	102	132
Cisd1	123	133	175	161
Cisd2	215	187	204	213
Cisd3	22	32	24	47
Cish	329	569	291	464
Cit	0	0	0	1
Cited1	3	0	2	1
Cited2	230	235	275	336
Cited4	32	41	26	24
Ciz1	93	112	57	98
Ckap2	15	18	8	7
Ckap2l	15	32	7	11
Ckap4	84	65	52	79
Ckap5	82	117	81	69
Ckb	6	5	1	4
Cklf	10	7	16	14
Ckm	5	3	5	3
Ckmt1	166	123	133	115
Ckmt2	0	0	0	0
Cks1b	43	22	18	28
Cks2	0	3	0	0
Clasp1	107	75	48	85
Clasp2	87	84	67	81
Clasrp	31	33	22	28
Clca1	4	7	10	9
Clca2	4	7	0	18
Clca3	0	0	0	0
Clca4	0	0	0	0
Clca5	0	0	0	0
Clca6	0	0	0	0
Clcc1	105	120	112	105
Clcf1	3	3	2	3
Clcn1	0	0	0	0
Clcn2	64	86	51	52
Clcn3	670	660	612	644
Clcn4-2	256	253	235	243
Clcn5	49	54	20	37
Clcn6	16	22	5	10
Clcn7	147	180	117	148
Clcnka	0	0	0	0
Clcnkb	0	0	0	0
Cldn1	0	0	0	0
Cldn10	523	443	548	494
Cldn11	0	1	0	1
Cldn12	150	198	187	168
Cldn13	0	0	0	0
Cldn14	0	0	0	0
Cldn15	1	0	0	2
Cldn16	0	0	0	0
Cldn17	0	0	0	0
Cldn18	0	0	0	2
Cldn19	0	0	0	0
Cldn2	5	4	10	50
Cldn20	0	0	0	0
Cldn22	0	0	0	0
Cldn23	17	12	13	12
Cldn24	0	0	0	0
Cldn26	0	0	0	0
Cldn27	0	0	0	0
Cldn3	294	337	218	199
Cldn4	40	54	38	146
Cldn5	0	0	0	0
Cldn6	56	46	27	65
Cldn7	182	150	118	177
Cldn8	395	302	327	310
Cldn9	36	31	53	16
Cldnd1	126	132	115	155
Cldnd2	0	0	0	0
Clec10a	1	2	1	0
Clec11a	16	12	10	13
Clec12a	1	0	1	4
Clec12b	0	0	0	0
Clec14a	11	5	2	5
Clec16a	79	94	67	69
Clec18a	0	0	0	0
Clec1a	6	5	4	7
Clec1b	0	0	0	0
Clec2d	85	163	153	151
Clec2e	0	0	0	0
Clec2g	1	0	0	0
Clec2h	0	0	0	0
Clec2i	2	0	0	1
Clec2l	2	2	0	0
Clec3a	0	0	0	0
Clec3b	8	1	0	5
Clec4a1	1	1	3	2
Clec4a2	0	1	0	1
Clec4a3	2	1	1	1
Clec4a4	0	0	0	0
Clec4b1	0	0	0	0
Clec4b2	0	0	0	0
Clec4d	0	0	1	4
Clec4e	1	0	1	6
Clec4f	0	0	0	0
Clec4g	0	0	0	0
Clec4n	0	0	0	0
Clec5a	0	0	0	0
Clec7a	1	2	3	3
Clec9a	0	0	0	0
Clgn	0	0	0	0
Clic1	136	111	149	190
Clic3	0	1	0	1
Clic4	547	692	519	626
Clic5	9	8	1	7
Clic6	177	160	171	168
Clint1	556	513	516	573
Clip1	459	383	355	385
Clip2	88	78	57	58
Clip3	2	2	0	1
Clip4	0	0	0	2
Clk1	371	767	455	653
Clk2	82	101	66	101
Clk3	99	124	92	114
Clk4	244	427	269	367
Clmn	246	299	155	280
Cln3	114	109	109	103
Cln5	180	253	238	246
Cln6	170	335	258	174
Cln8	77	81	58	91
Clnk	0	0	0	0
Clns1a	140	127	140	155
Clock	426	515	395	536
Clp1	24	26	24	46
Clpb	297	262	224	217
Clpp	170	165	142	178
Clps	354058	470603	484219	300967
Clptm1	332	388	264	342
Clptm1l	1647	1366	1187	1498
Clpx	596	720	767	739
Clrn1	0	0	0	0
Clrn2	0	0	0	0
Clrn3	0	0	0	0
Clspn	9	7	3	7
Clstn1	1577	1594	929	983
Clstn2	1	2	0	0
Clstn3	82	107	103	52
Clta	302	382	363	414
Cltb	270	278	214	236
Cltc	991	883	824	1053
Clu	21758	15394	14615	32665
Cluap1	29	38	49	61
Clvs1	0	0	0	0
Clvs2	0	0	0	0
Clybl	140	129	142	96
Cma1	1	0	0	0
Cma2	0	0	0	0
Cmah	6	5	1	1
Cmas	243	203	163	184
Cmbl	9	31	36	14
Cmc1	41	55	52	51
Cmklr1	2	1	2	4
Cml1	260	418	439	231
Cml2	3	7	6	3
Cml3	0	0	0	0
Cml5	11	11	9	21
Cmpk1	457	406	432	389
Cmpk2	116	75	119	125
Cmtm1	0	0	0	0
Cmtm2a	0	0	0	0
Cmtm2b	0	0	0	0
Cmtm3	7	3	2	10
Cmtm4	192	208	113	178
Cmtm5	0	0	0	0
Cmtm6	368	279	278	249
Cmtm7	111	93	68	94
Cmtm8	108	103	100	78
Cmya5	0	4	0	1
Cnbp	1731	1766	1840	2176
Cndp1	0	0	0	0
Cndp2	114	93	99	109
Cnfn	0	0	0	0
Cnga1	0	0	0	0
Cnga2	0	0	0	0
Cnga3	0	0	0	0
Cnga4	0	0	0	0
Cngb1	0	0	0	0
Cngb3	0	1	0	0
Cnih	227	241	247	240
Cnih2	0	0	0	0
Cnih3	0	0	0	0
Cnih4	34	54	35	63
Cnksr1	61	67	53	52
Cnksr2	1	0	0	0
Cnksr3	115	180	85	66
Cnn1	0	0	0	1
Cnn2	5	3	1	9
Cnn3	106	189	175	168
Cnnm1	43	25	32	32
Cnnm2	87	66	33	52
Cnnm3	91	137	103	102
Cnnm4	27	28	21	23
Cno	27	23	20	26
Cnot1	407	410	260	328
Cnot10	229	208	169	210
Cnot2	247	268	235	252
Cnot3	62	94	44	81
Cnot4	72	86	82	100
Cnot6	65	61	39	79
Cnot6l	110	164	115	132
Cnot7	157	162	171	180
Cnot8	94	151	124	114
Cnp	362	339	325	367
Cnpy1	0	0	0	0
Cnpy2	920	949	1030	1119
Cnpy3	238	215	155	220
Cnpy4	10	16	14	18
Cnr1	11	47	48	30
Cnr2	0	0	0	0
Cnrip1	1	1	1	0
Cnst	88	94	72	83
Cntd1	1	2	0	1
Cntf	0	0	0	0
Cntfr	1	3	2	1
Cntln	11	10	3	11
Cntn1	1	6	0	1
Cntn2	1	0	0	0
Cntn3	0	0	0	0
Cntn4	0	0	0	0
Cntn5	0	0	0	0
Cntn6	0	0	0	0
Cntnap1	1	0	5	0
Cntnap2	0	1	1	1
Cntnap3	0	1	1	0
Cntnap4	0	0	0	0
Cntnap5a	0	0	0	0
Cntnap5b	0	1	0	0
Cntnap5c	0	0	0	0
Cntrob	9	22	7	12
Coasy	383	271	342	377
Cobl	203	131	68	123
Cobll1	272	300	215	231
Cobra1	136	172	110	137
Coch	0	0	0	0
Cog1	148	186	132	140
Cog2	102	98	87	111
Cog3	176	157	108	178
Cog4	209	256	189	251
Cog5	89	73	79	97
Cog6	625	516	500	581
Cog7	191	199	144	144
Cog8	139	98	89	139
Coil	50	37	25	51
Col10a1	0	0	0	0
Col11a1	0	0	0	1
Col11a2	1	2	0	0
Col12a1	2	2	0	3
Col13a1	0	1	0	0
Col14a1	5	5	3	16
Col15a1	14	2	2	18
Col16a1	15	6	3	9
Col17a1	0	0	0	0
Col18a1	19	33	12	25
Col19a1	0	0	0	0
Col1a1	130	7	11	160
Col1a2	189	27	22	242
Col20a1	15	7	2	13
Col22a1	0	0	0	2
Col23a1	3	1	1	0
Col24a1	1	0	0	1
Col25a1	0	0	0	0
Col27a1	9	13	3	10
Col28a1	0	0	0	0
Col2a1	0	0	0	0
Col3a1	336	37	52	621
Col4a1	76	33	20	98
Col4a2	46	19	8	55
Col4a3	1	4	1	1
Col4a3bp	319	342	290	291
Col4a4	0	0	0	0
Col4a5	44	47	32	42
Col4a6	1	2	3	4
Col5a1	21	2	3	31
Col5a2	25	6	4	46
Col5a3	20	3	1	12
Col6a1	36	9	6	37
Col6a2	32	8	3	34
Col6a3	15	1	1	33
Col6a4	0	0	0	0
Col6a5	4	1	0	2
Col6a6	6	1	0	3
Col7a1	681	696	290	538
Col8a1	2	0	0	3
Col8a2	0	0	0	1
Col9a1	0	0	0	0
Col9a2	0	0	0	0
Col9a3	0	3	3	6
Colec10	0	0	0	0
Colec11	0	0	0	1
Colec12	5	1	4	3
Colq	0	0	0	1
Commd1	234	233	218	268
Commd10	34	19	32	28
Commd2	75	92	80	115
Commd3	306	318	376	475
Commd4	43	52	40	48
Commd5	82	86	88	80
Commd6	172	176	175	171
Commd7	71	75	68	92
Commd8	139	135	171	138
Commd9	64	66	63	46
Comp	1	0	0	0
Comt	129	146	146	134
Comtd1	60	48	47	34
Copa	1856	1911	1576	2001
Copb1	950	986	878	1260
Copb2	1130	1074	976	1276
Cope	1076	946	829	953
Copg	1118	851	681	970
Copg2	200	225	196	189
Cops2	491	506	561	670
Cops3	211	205	249	268
Cops4	263	280	273	269
Cops5	169	165	167	196
Cops6	407	400	445	474
Cops7a	358	374	351	386
Cops7b	61	79	68	70
Cops8	136	156	130	174
Copz1	931	910	944	930
Copz2	945	851	790	724
Coq10a	93	105	120	119
Coq10b	41	46	53	84
Coq2	112	106	68	126
Coq3	47	68	61	73
Coq4	45	63	56	62
Coq5	77	96	94	73
Coq6	47	55	32	51
Coq7	46	31	35	41
Coq9	359	406	430	361
Corin	6	2	8	0
Coro1a	15	8	7	9
Coro1b	237	295	228	253
Coro1c	146	143	121	120
Coro2a	4	1	0	1
Coro2b	0	7	16	1
Coro6	0	0	0	1
Coro7	76	79	42	48
Cort	0	0	0	0
Cotl1	26	18	23	17
Cox10	90	65	52	80
Cox11	32	70	57	51
Cox15	195	193	160	126
Cox16	189	147	100	187
Cox17	218	209	212	180
Cox18	37	19	22	21
Cox19	92	88	83	122
Cox4i1	1461	1675	1484	1455
Cox4i2	0	0	0	0
Cox4nb	81	83	67	72
Cox5a	396	361	420	355
Cox5b	69	70	50	75
Cox6a1	707	617	559	564
Cox6a2	0	3	0	0
Cox6b1	749	730	855	831
Cox6b2	1	2	1	1
Cox6c	326	378	373	417
Cox7a1	5	2	2	3
Cox7a2	539	586	592	608
Cox7a2l	329	421	358	654
Cox7b	673	585	814	786
Cox7b2	0	3	0	0
Cox7c	0	7	2	4
Cox8a	299	301	323	343
Cox8b	0	0	0	0
Cox8c	0	0	0	0
Cp	247	278	345	649
Cpa1	1006022	1175778	1038235	721942
Cpa2	215047	231739	244013	147048
Cpa3	8	13	12	6
Cpa4	0	0	1	1
Cpa5	1	0	1	0
Cpa6	0	0	0	0
Cpb1	976070	925255	1019874	855195
Cpb2	0	0	0	0
Cpd	431	427	394	394
Cpe	161	300	164	111
Cpeb1	8	19	12	22
Cpeb2	179	333	179	193
Cpeb3	69	67	50	64
Cpeb4	34	58	16	49
Cphx	0	0	0	0
Cplx1	2	0	0	1
Cplx2	58	85	47	52
Cplx3	0	0	0	0
Cplx4	0	0	0	0
Cpm	59	74	61	40
Cpn1	807	850	684	673
Cpn2	2	0	0	3
Cpne1	77	117	56	78
Cpne2	3	1	4	4
Cpne3	206	228	218	235
Cpne4	0	1	0	0
Cpne5	1	0	0	1
Cpne6	0	0	0	0
Cpne7	0	0	0	0
Cpne8	172	125	112	198
Cpne9	0	0	0	0
Cpox	384	278	243	315
Cpped1	170	181	152	185
Cps1	0	0	0	0
Cpsf1	134	156	84	143
Cpsf2	135	138	107	203
Cpsf3	251	246	239	240
Cpsf3l	91	127	95	106
Cpsf4	90	54	62	80
Cpsf4l	0	0	0	0
Cpsf6	152	153	121	220
Cpsf7	167	204	128	204
Cpt1a	344	664	476	376
Cpt1b	1	0	0	0
Cpt1c	4	8	1	3
Cpt2	163	183	228	141
Cpvl	0	0	0	0
Cpxcr1	0	0	0	0
Cpxm1	13	1	3	17
Cpxm2	1	0	0	0
Cpz	0	0	0	0
Cr1l	142	126	128	162
Cr2	2	2	0	0
Crabp1	0	0	0	0
Crabp2	0	0	0	0
Cradd	39	55	50	41
Cramp1l	50	71	44	57
Crat	223	235	192	158
Crb1	16	49	58	26
Crb2	2	0	0	0
Crb3	155	181	164	165
Crbn	258	328	296	287
Crcp	40	58	55	77
Crct1	0	0	0	0
Creb1	121	170	129	155
Creb3	199	243	191	237
Creb3l1	360	349	213	302
Creb3l2	104	113	67	107
Creb3l3	3	14	8	4
Creb3l4	2	4	9	3
Creb5	0	2	0	1
Crebbp	64	88	34	49
Crebl2	118	144	114	135
Crebzf	207	295	197	212
Creg1	631	645	603	706
Creg2	0	0	0	0
Creld1	24	48	26	41
Creld2	700	516	466	1126
Crem	58	38	58	62
Crh	0	0	0	0
Crhbp	0	0	0	0
Crhr1	0	0	0	0
Crhr2	1	0	0	0
Crim1	24	21	13	18
Crip1	14	9	14	16
Crip2	6	49	15	15
Crip3	0	0	0	0
Cript	124	154	165	186
Crisp1	1	0	0	0
Crisp2	2	1	1	1
Crisp3	0	0	0	0
Crisp4	0	0	0	0
Crispld1	0	1	0	0
Crispld2	5	3	0	11
Crk	607	642	614	668
Crkl	130	137	99	96
Crlf1	202	194	170	195
Crlf2	13	13	7	15
Crlf3	13	31	19	29
Crls1	295	381	440	481
Crmp1	2	1	5	0
Crnkl1	70	64	69	98
Crnn	0	0	0	0
Crocc	21	13	5	7
Crot	88	133	118	135
Crp	21	32	52	45
Crtac1	0	0	0	0
Crtam	0	0	0	0
Crtap	44	35	39	37
Crtc1	99	101	50	63
Crtc2	61	83	47	54
Crtc3	33	55	34	67
Crx	0	0	0	0
Crxos1	0	0	0	0
Cry1	79	35	48	171
Cry2	57	87	64	59
Cryaa	0	0	0	0
Cryab	226	203	252	125
Cryba1	0	0	0	0
Cryba2	4	2	0	2
Cryba4	0	0	0	1
Crybb1	1	0	0	0
Crybb2	0	0	0	0
Crybb3	0	0	3	0
Crybg3	62	53	49	43
Cryga	0	0	0	0
Crygb	0	0	0	0
Crygc	0	0	0	0
Crygd	0	0	0	0
Cryge	0	0	0	0
Crygf	0	0	0	0
Crygn	0	0	0	0
Crygs	0	0	0	0
Cryl1	24	32	42	18
Crym	0	1	0	2
Cryz	83	82	137	108
Cryzl1	49	67	64	67
Cs	612	697	640	728
Csad	115	125	135	70
Csda	618	633	539	649
Csdc2	0	0	1	0
Csde1	904	865	946	1206
Cse1l	199	137	127	228
Csf1	20	26	3	29
Csf1r	11	18	8	10
Csf2	0	0	0	0
Csf2ra	10	5	5	5
Csf2rb	2	2	0	1
Csf2rb2	0	2	1	1
Csf3	0	0	0	0
Csf3r	3	0	1	2
Csgalnact1	50	50	31	16
Csgalnact2	105	89	98	104
Csk	92	75	67	91
Csl	67	69	60	58
Csmd1	0	0	0	4
Csmd3	0	0	0	0
Csn1s1	0	0	0	0
Csn1s2a	0	0	0	0
Csn1s2b	1	0	1	0
Csn2	0	0	0	0
Csn3	0	0	0	0
Csnk1a1	524	703	578	582
Csnk1d	349	441	315	369
Csnk1e	52	65	46	55
Csnk1g1	84	86	66	80
Csnk1g2	417	430	260	262
Csnk1g3	77	75	70	77
Csnk2a1	216	248	254	230
Csnk2a2	58	105	72	83
Csnk2b	341	341	302	302
Csnka2ip	0	0	0	0
Cspg4	0	2	2	1
Cspg5	2	1	2	3
Cspp1	42	76	45	66
Csprs	0	0	0	0
Csrnp1	30	107	38	91
Csrnp2	13	21	12	14
Csrnp3	2	0	0	0
Csrp1	966	1296	1123	1120
Csrp2	173	274	226	307
Csrp2bp	143	143	114	134
Csrp3	0	0	0	0
Cst10	0	0	0	0
Cst11	0	0	0	0
Cst12	0	0	0	0
Cst13	0	0	0	0
Cst3	2814	2689	2723	2054
Cst6	7	11	12	3
Cst7	0	0	0	1
Cst8	1	0	0	0
Cst9	0	0	0	0
Csta	0	0	0	0
Cstad	0	0	0	0
Cstb	306	302	319	361
Cstf1	83	94	88	77
Cstf2	159	130	140	155
Cstf2t	84	81	75	93
Cstf3	89	67	60	112
Cstl1	0	0	0	0
Ctag2	0	0	0	0
Ctage5	1363	1460	1377	1338
Ctbp1	611	627	378	571
Ctbp2	209	212	130	221
Ctbs	16	9	12	20
Ctcf	300	285	277	270
Ctcfl	0	0	0	0
Ctdnep1	177	179	151	186
Ctdp1	59	61	36	47
Ctdsp1	482	654	554	475
Ctdsp2	311	669	438	337
Ctdspl	274	368	320	288
Ctdspl2	67	73	33	33
Ctf1	18	31	45	20
Ctf2	0	0	0	0
Ctgf	5	16	6	25
Cth	286	409	337	373
Cthrc1	2	1	0	3
Ctif	77	49	58	37
Ctla2a	1	3	1	1
Ctla2b	0	0	1	0
Ctla4	4	6	0	4
Ctnna1	462	598	532	509
Ctnna2	0	3	0	0
Ctnna3	0	2	0	0
Ctnnal1	49	66	49	68
Ctnnb1	2391	2570	2390	2716
Ctnnbip1	28	25	38	27
Ctnnbl1	52	62	45	49
Ctnnd1	661	820	673	736
Ctnnd2	3	3	1	2
Ctns	162	193	172	120
Ctps	95	96	51	128
Ctps2	124	129	145	172
Ctr9	150	118	113	145
Ctrb1	2452614	1782511	1950993	1444797
Ctrc	3995	3329	2148	56735
Ctrl	323437	393395	377156	236344
Cts3	0	0	0	0
Cts6	0	0	0	0
Cts7	0	0	0	0
Cts8	0	0	0	0
Cts8-ps	0	0	0	0
Ctsa	547	491	522	444
Ctsb	2158	1906	1711	1973
Ctsc	528	512	440	549
Ctsd	3133	3057	2847	2929
Ctse	2	4	2	7
Ctsf	83	113	93	83
Ctsg	0	0	0	0
Ctsh	41	25	18	45
Ctsj	0	0	0	0
Ctsk	2	1	0	11
Ctsl	3287	2855	3331	2307
Ctsll3	0	0	0	0
Ctsm	0	0	0	0
Ctso	27	31	24	32
Ctsq	0	0	0	0
Ctsr	0	0	0	0
Ctss	25	13	10	14
Ctsw	0	0	0	0
Ctsz	285	256	249	251
Cttn	202	211	185	238
Cttnbp2	8	13	14	6
Cttnbp2nl	42	26	22	36
Ctu1	26	28	31	33
Ctu2	38	51	20	43
Ctxn1	3	10	4	4
Ctxn2	0	1	1	0
Ctxn3	0	0	0	0
Cubn	0	0	0	0
Cuedc1	135	82	69	76
Cuedc2	126	115	96	124
Cul1	277	395	371	331
Cul2	175	126	149	160
Cul3	452	585	531	595
Cul4a	344	378	331	403
Cul4b	158	216	166	199
Cul5	95	120	91	114
Cul7	116	179	101	132
Cul9	70	66	52	53
Cuta	178	154	161	161
Cutc	30	35	47	40
Cux1	527	421	418	464
Cux2	26	29	7	14
Cuzd1	52406	34575	41435	38243
Cwc15	323	391	401	361
Cwc22	47	57	50	66
Cwc25	50	27	31	42
Cwc27	25	42	41	39
Cwf19l1	30	43	26	26
Cwf19l2	73	64	51	70
Cwh43	0	0	0	0
Cx3cl1	12	6	6	10
Cx3cr1	1	1	4	0
Cxadr	410	564	487	531
Cxcl1	9	0	10	16
