ProbeIDs	GAOM_10	GAOM_11	GAOM_1	GAOM_2	GAOM_3	GAOM_6
Defb21	0	0	0	0	0	0
Defb22	0	0	0	0	0	0
Defb23	0	0	0	0	0	0
Defb25	0	0	0	0	0	0
Defb26	0	0	0	0	0	0
Defb28	0	0	0	0	0	0
Defb29	0	0	0	0	0	0
Defb3	0	0	0	0	0	0
Defb30	0	0	0	0	0	0
Defb34	0	0	0	0	0	0
Defb35	0	0	0	0	0	0
Defb36	0	0	0	0	0	0
Defb37	0	0	0	0	0	0
Defb38	0	0	0	0	0	0
Defb39	0	0	0	0	0	0
Defb4	0	0	0	0	0	0
Defb40	0	0	0	0	0	0
Defb41	0	0	0	0	0	0
Defb42	0	0	0	0	0	0
Defb43	0	0	0	0	0	0
Defb44-ps	0	0	0	0	0	0
Defb45	0	0	0	0	0	0
Defb46	0	0	0	0	0	0
Defb47	0	0	0	0	0	0
Defb48	0	0	0	0	0	0
Defb48-ps	0	0	0	0	0	0
Defb5	0	0	0	0	0	0
Defb50	0	0	0	0	0	0
Defb6	0	0	0	0	0	0
Defb7	0	0	0	0	0	0
Defb8	0	0	0	0	0	0
Defb9	0	0	0	0	0	0
Degs1	554	962	432	544	836	566
Degs2	2	3	1	8	2	4
Dek	194	191	139	227	185	201
Dem1	11	28	9	20	21	20
Dennd1a	65	76	36	56	54	49
Dennd1b	119	116	102	79	93	125
Dennd1c	1	4	0	3	2	1
Dennd2a	4	4	1	7	5	4
Dennd2c	3	8	2	2	5	6
Dennd2d	121	127	113	108	100	139
Dennd3	87	142	70	71	75	76
Dennd4a	130	174	100	95	85	131
Dennd4b	10	16	14	14	13	13
Dennd4c	126	115	110	81	76	81
Dennd5a	130	139	95	126	95	164
Dennd5b	4	4	0	12	0	3
Denr	245	251	224	232	244	281
Depdc1a	3	1	1	3	1	0
Depdc1b	0	0	1	2	0	1
Depdc5	62	51	32	37	16	47
Depdc7	34	22	19	19	23	51
Deptor	429	467	388	248	294	294
Dera	64	55	42	50	49	65
Derl1	556	538	378	413	502	595
Derl2	239	239	225	223	253	326
Derl3	1079	1163	865	821	921	1032
Des	2	1	1	9	3	1
Det1	52	64	43	28	42	61
Dexi	212	222	116	135	215	188
Dffa	30	45	38	35	30	61
Dffb	7	14	5	9	12	17
Dfna5	2	0	1	4	0	1
Dfnb59	0	0	0	0	0	0
Dgat1	40	55	41	60	66	62
Dgat2	31	54	15	43	17	11
Dgat2l6	0	0	0	0	0	0
Dgcr14	32	37	23	27	34	37
Dgcr2	479	547	321	299	438	433
Dgcr6	155	131	102	102	154	130
Dgcr8	50	77	40	55	53	78
Dgka	111	133	150	132	107	156
Dgkb	0	3	1	1	0	0
Dgkd	526	654	460	400	421	553
Dgke	31	30	36	34	25	33
Dgkg	35	22	20	15	29	26
Dgkh	0	1	0	0	0	3
Dgki	0	0	0	1	0	0
Dgkk	0	0	0	0	1	0
Dgkq	56	63	37	24	30	61
Dgkz	313	268	129	190	182	315
Dguok	23	32	19	25	28	35
Dhcr24	161	98	31	64	123	47
Dhcr7	155	95	31	73	115	94
Dhdds	221	231	191	158	203	253
Dhdh	10	15	9	14	12	7
Dhfr	33	34	13	41	22	27
Dhh	1	0	0	1	0	0
Dhodh	63	56	33	41	31	48
Dhps	28	35	43	33	41	30
Dhrs1	419	304	300	310	386	282
Dhrs11	21	22	13	17	23	24
Dhrs13	23	17	7	10	21	17
Dhrs2	0	0	0	0	0	0
Dhrs3	304	474	211	217	448	282
Dhrs4	112	121	81	116	128	139
Dhrs7	151	164	98	129	125	126
Dhrs7b	93	85	69	85	91	117
Dhrs7c	0	0	0	0	0	0
Dhrs9	7	7	5	3	4	9
Dhrsx	0	0	0	0	0	0
Dhtkd1	66	87	40	46	62	59
Dhx15	539	591	684	487	496	657
Dhx16	167	189	83	123	149	190
Dhx29	135	115	83	87	92	140
Dhx30	211	203	189	112	146	207
Dhx32	177	197	161	122	191	163
Dhx33	155	133	122	78	114	143
Dhx34	1406	1149	358	521	817	668
Dhx35	23	26	17	25	16	25
Dhx36	137	151	156	130	165	208
Dhx37	96	69	54	34	74	83
Dhx38	111	107	64	56	69	89
Dhx40	154	195	185	128	174	165
Dhx57	83	72	58	70	67	102
Dhx58	10	7	3	9	5	20
Dhx8	88	96	93	55	73	96
Dhx9	568	548	458	431	415	639
Diablo	156	168	150	153	148	183
Diap1	261	347	241	193	220	259
Diap2	83	82	104	56	82	85
Diap3	5	12	1	2	1	3
Dicer1	274	276	236	160	194	227
Dido1	91	101	73	54	57	119
Diexf	68	84	74	37	49	60
Dimt1	4	11	16	13	8	17
Dio1	91	66	35	52	62	43
Dio2	0	0	1	2	0	0
Dio3	0	0	0	0	0	2
Dio3os	1	0	0	1	2	1
Dip2a	47	85	31	46	42	45
Dip2b	109	99	73	49	65	96
Dip2c	77	76	43	52	56	71
Diras1	0	0	0	0	0	1
Diras2	1	2	0	0	0	8
Dirc2	115	134	121	116	115	107
Dis3	79	71	55	38	51	81
Dis3l	143	149	111	95	121	125
Dis3l2	63	87	50	59	58	88
Disc1	2	4	0	0	0	0
Disp1	0	0	0	0	0	0
Disp2	19	25	2	4	21	9
Dixdc1	208	305	160	182	224	175
Dkc1	136	119	166	151	115	200
Dkk1	0	0	0	0	0	0
Dkk2	1	0	0	3	0	1
Dkk3	2	0	2	9	1	2
Dkk4	0	0	0	0	0	0
Dkkl1	7	8	3	0	4	9
Dlat	170	170	155	152	166	191
Dlc1	25	17	42	57	22	36
Dld	748	649	651	709	707	741
Dlec1	2	3	3	5	4	2
Dleu2	26	40	32	49	28	63
Dleu7	0	0	0	1	0	0
Dlg1	379	527	431	346	431	423
Dlg2	37	0	10	0	37	1
Dlg3	148	184	120	107	172	155
Dlg4	4	7	4	5	3	3
Dlg5	74	81	58	40	55	83
Dlgap1	1	0	0	0	0	0
Dlgap2	0	0	0	0	0	0
Dlgap3	20	21	3	9	8	24
Dlgap4	63	71	33	46	45	64
Dlgap5	3	16	4	17	2	6
Dlk1	1	1	0	0	0	0
Dlk2	0	0	0	0	0	0
Dll1	1	5	3	6	5	3
Dll3	1	0	0	1	0	0
Dll4	3	3	0	6	1	1
Dlst	403	410	311	332	376	373
Dlx1	0	0	0	0	0	0
Dlx1as	0	0	0	0	0	0
Dlx2	0	0	0	0	0	0
Dlx3	0	0	0	0	0	0
Dlx4	0	0	0	0	0	0
Dlx5	0	0	0	0	0	0
Dlx6	0	0	0	0	0	0
Dlx6as	0	0	0	0	0	0
Dlx6os1	0	0	0	0	0	0
Dmap1	47	59	40	25	53	60
Dmbt1	527031	277265	249627	239260	405342	333013
Dmbx1	0	0	0	0	0	0
Dmc1	0	0	0	1	0	0
Dmd	241	252	257	205	249	252
Dmgdh	0	0	0	0	0	0
Dmkn	0	0	0	6	0	0
Dmp1	0	0	0	0	0	0
Dmpk	10	6	2	7	5	3
Dmrt1	0	0	0	0	0	0
Dmrt2	1	0	0	0	0	3
Dmrt3	0	0	0	0	0	0
Dmrta1	0	0	0	0	2	0
Dmrta2	1	1	1	0	0	0
Dmrtb1	0	0	0	0	0	0
Dmrtc1a	0	0	0	0	0	0
Dmrtc1b	0	0	0	0	0	0
Dmrtc1c1	0	0	0	0	0	0
Dmrtc1c2	0	0	0	0	0	0
Dmrtc2	0	0	0	0	0	0
Dmtf1	116	147	134	139	95	148
Dmwd	69	82	31	38	58	70
Dmxl1	193	211	185	205	129	214
Dmxl2	388	452	280	262	235	430
Dna2	2	5	1	5	2	3
Dnahc1	1	0	0	0	0	1
Dnahc10	2	0	0	0	0	0
Dnahc11	1	1	2	2	2	2
Dnahc17	0	0	0	0	0	0
Dnahc2	2	2	3	0	0	1
Dnahc5	0	0	0	0	0	1
Dnahc6	0	0	0	0	0	0
Dnahc7b	1	0	0	3	1	1
Dnahc8	3	2	0	3	0	0
Dnahc9	3	4	0	0	1	2
Dnaic1	0	0	0	1	0	0
Dnaic2	0	1	0	2	0	0
Dnaja1	73	89	97	91	77	115
Dnaja2	395	459	459	399	496	585
Dnaja3	336	309	278	193	266	332
Dnaja4	87	102	83	130	91	107
Dnajb1	82	148	127	221	120	212
Dnajb11	1675	1402	1048	1197	1440	1773
Dnajb12	125	141	83	66	100	120
Dnajb13	0	0	0	1	0	0
Dnajb14	61	68	66	49	56	80
Dnajb2	110	95	85	93	97	106
Dnajb3	0	1	0	0	0	1
Dnajb4	86	119	98	190	116	154
Dnajb5	12	19	16	14	18	19
Dnajb6	25	27	36	27	27	33
Dnajb7	0	0	0	0	0	0
Dnajb8	0	0	0	0	0	0
Dnajb9	479	261	507	319	364	575
Dnajc1	433	528	463	356	433	464
Dnajc10	325	277	225	233	269	318
Dnajc11	196	188	145	110	141	211
Dnajc12	143	104	98	115	156	126
Dnajc13	115	115	104	83	78	102
Dnajc14	293	353	279	265	296	309
Dnajc15	168	145	107	128	146	142
Dnajc16	52	49	34	30	36	49
Dnajc17	14	11	10	7	13	6
Dnajc18	100	100	66	66	84	100
Dnajc19	31	26	24	38	37	48
Dnajc2	60	53	64	49	56	102
Dnajc21	199	217	216	188	198	229
Dnajc22	76	123	37	47	82	92
Dnajc24	22	27	16	19	15	16
Dnajc25	96	94	73	75	82	96
Dnajc27	9	10	13	9	4	12
Dnajc28	75	104	100	43	99	51
Dnajc3	4142	3460	3650	3271	3386	4169
Dnajc30	100	110	47	59	70	62
Dnajc4	32	64	29	30	42	38
Dnajc5	339	394	323	245	210	333
Dnajc5b	0	0	0	0	0	0
Dnajc5g	0	0	0	0	0	0
Dnajc6	46	32	20	33	48	29
Dnajc7	436	454	464	297	436	565
Dnajc8	134	108	94	127	115	133
Dnajc9	42	45	21	60	39	45
Dnalc1	17	18	15	12	26	35
Dnalc4	51	95	57	57	73	68
Dnali1	0	0	0	0	1	0
Dnase1	0	0	0	0	0	0
Dnase1l1	4	18	16	17	13	17
Dnase1l2	0	1	1	4	1	4
Dnase1l3	1	3	2	8	6	5
Dnase2a	76	70	42	47	61	57
Dnase2b	0	0	0	0	0	0
Dnd1	2	1	0	0	1	3
Dner	2	0	0	0	3	0
Dnlz	164	174	137	98	145	175
Dnm1	2	3	1	9	0	4
Dnm1l	230	187	174	185	180	234
Dnm2	247	229	135	133	162	235
Dnm3	3	3	1	5	2	1
Dnm3os	0	0	0	0	0	1
Dnmbp	70	74	42	40	51	65
Dnmt1	55	56	21	58	37	64
Dnmt3a	92	175	90	100	82	121
Dnmt3b	4	6	10	10	11	9
Dnmt3l	0	0	0	0	0	0
Dnpep	431	485	316	321	386	503
Dntt	0	0	0	0	0	0
Dnttip1	52	53	50	48	70	59
Dnttip2	119	116	158	143	117	224
Doc2a	0	0	0	0	0	0
Doc2b	1	2	1	2	1	0
Doc2g	5	3	1	3	1	4
Dock1	221	290	161	130	198	217
Dock10	8	4	3	35	2	6
Dock11	28	29	13	32	17	31
Dock2	2	4	11	20	4	2
Dock3	21	21	10	5	11	27
Dock4	31	34	24	17	20	35
Dock5	196	234	95	114	137	169
Dock6	13	6	2	8	7	11
Dock7	199	272	125	160	184	208
Dock8	26	10	2	24	16	9
Dock9	135	178	92	89	79	171
Dohh	206	136	87	66	100	99
Dok1	20	16	11	18	13	15
Dok2	2	0	0	9	0	0
Dok3	0	5	1	1	0	2
Dok4	7	16	9	5	9	18
Dok5	0	1	0	0	0	0
Dok6	0	0	0	0	0	0
Dok7	1	3	0	1	0	0
Dolk	49	81	36	36	64	59
Dolpp1	28	21	16	19	29	32
Dom3z	75	61	38	37	51	80
Donson	5	6	7	12	1	6
Dopey1	95	101	91	79	77	102
Dopey2	20	26	5	50	9	25
Dos	12	23	2	9	11	10
Dot1l	100	83	60	50	35	77
Doxl2	0	0	0	0	0	0
Dpagt1	261	210	165	183	224	245
Dpcd	53	44	38	43	63	76
Dpcr1	0	0	0	0	0	0
Dpep1	4	5	4	42	0	13
Dpep2	1	0	9	0	0	1
Dpep3	0	0	0	0	0	0
Dpf1	36	10	12	14	21	16
Dpf2	103	124	88	76	97	124
Dpf3	0	1	0	0	0	0
Dph1	30	38	37	22	25	34
Dph2	28	25	20	12	10	30
Dph3	175	199	157	179	221	241
Dph5	38	29	31	31	40	39
Dpm1	146	151	129	139	128	168
Dpm2	122	154	84	112	136	169
Dpm3	112	86	45	44	69	92
Dpp10	0	3	0	4	0	2
Dpp3	618	477	324	309	399	456
Dpp4	29	28	12	59	17	21
Dpp6	5	9	0	3	4	7
Dpp7	323	307	127	170	257	222
Dpp8	438	412	331	332	309	420
Dpp9	491	478	299	254	338	457
Dppa1	0	0	0	0	0	0
Dppa2	0	0	0	0	0	0
Dppa3	0	0	0	0	0	0
Dppa4	0	0	0	0	0	0
Dppa5a	0	0	0	0	0	0
Dpt	23	2	8	85	3	29
Dpy19l1	64	61	57	56	42	82
Dpy19l2	0	0	0	0	0	0
Dpy19l3	90	63	42	52	77	65
Dpy19l4	46	41	45	37	37	29
Dpy30	121	117	77	125	128	136
Dpyd	44	38	29	38	45	44
Dpys	0	0	1	0	0	0
Dpysl2	1	4	5	6	4	1
Dpysl3	2	0	0	3	1	2
Dpysl4	6	12	2	13	5	11
Dpysl5	1	0	1	1	0	1
Dqx1	7	11	4	7	14	9
Dr1	177	189	195	152	177	202
Dram1	216	295	161	160	261	274
Dram2	342	405	424	399	481	455
Drap1	257	309	179	204	321	322
Drd1a	0	0	0	1	0	0
Drd2	0	0	0	0	0	0
Drd3	0	0	0	0	1	0
Drd4	0	0	0	0	0	0
Drd5	0	0	0	0	0	0
Drg1	329	336	259	314	332	399
Drg2	159	145	100	94	130	151
Drosha	61	59	37	41	47	81
Drp2	0	1	0	1	0	1
Dsc1	0	0	1	0	0	0
Dsc2	118	175	96	112	169	124
Dsc3	0	0	0	0	0	0
Dscam	2	3	0	3	2	5
Dscaml1	0	0	0	0	0	0
Dscc1	1	5	0	1	0	0
Dscr3	80	82	68	59	87	90
Dse	4	1	6	9	0	7
Dsel	56	45	60	111	27	116
Dsg1a	0	0	0	0	0	0
Dsg1b	0	0	0	0	0	0
Dsg1c	1	0	0	0	0	0
Dsg2	777	973	557	780	741	923
Dsg3	0	0	0	0	0	0
Dsg4	0	0	0	0	0	0
Dsn1	16	8	2	14	12	7
Dsp	541	744	361	317	512	505
Dspp	0	0	0	0	0	0
Dst	30	52	29	38	16	36
Dstn	823	1014	849	964	997	918
Dstyk	112	120	75	90	92	116
Dtd1	62	52	44	38	64	45
Dtl	21	15	3	34	3	11
Dtna	15	51	19	35	47	13
Dtnb	483	505	232	308	446	477
Dtnbp1	40	46	23	36	59	57
Dtwd1	32	32	26	44	39	30
Dtwd2	17	33	12	18	19	17
Dtx1	267	171	112	126	152	149
Dtx2	46	48	23	30	25	40
Dtx3	25	29	13	23	14	44
Dtx3l	50	53	19	28	52	53
Dtx4	188	204	180	137	176	230
Dtymk	99	79	57	75	70	87
Dub1	0	0	0	0	0	0
Dub1a	0	0	0	0	0	0
Dub2a	0	0	0	0	0	0
Duox1	0	0	1	0	0	0
Duox2	30	18	14	15	14	20
Duoxa1	0	0	0	0	0	0
Duoxa2	0	1	0	0	0	1
Dupd1	1	1	0	0	3	0
Dus1l	167	190	110	75	101	141
Dus2l	32	16	19	22	26	48
Dus3l	76	99	59	41	71	94
Dus4l	25	21	23	17	20	26
Dusp1	366	298	170	464	278	653
Dusp10	6	3	1	49	2	20
Dusp11	562	752	551	474	540	675
Dusp12	51	52	40	54	53	70
Dusp13	0	2	0	1	0	2
Dusp14	17	4	2	6	5	6
Dusp15	0	0	0	0	0	0
Dusp16	164	218	121	134	174	203
Dusp18	20	12	0	7	6	11
Dusp19	27	34	22	25	43	34
Dusp2	4	2	5	14	5	5
Dusp21	0	0	0	0	0	0
Dusp22	114	110	114	92	80	102
Dusp23	56	66	20	42	55	49
Dusp26	456	447	364	295	567	305
Dusp27	0	1	0	1	0	0
Dusp28	31	28	15	24	41	34
Dusp3	143	178	102	116	152	172
Dusp4	0	4	1	14	1	7
Dusp5	9	7	4	20	6	13
Dusp6	34	34	26	67	41	70
Dusp7	53	47	17	28	32	26
Dusp8	124	213	71	98	109	155
Dusp9	0	1	0	1	1	2
Dut	53	59	31	68	65	69
Dux	0	0	0	0	0	0
Duxbl	0	0	0	0	0	0
Dvl1	418	546	220	205	276	489
Dvl2	29	46	13	18	23	35
Dvl3	161	226	109	80	86	130
Dydc1	0	0	0	0	0	0
Dydc2	0	0	0	0	0	0
Dym	325	541	186	275	538	438
Dync1h1	1038	913	610	480	559	721
Dync1i1	0	3	0	3	0	1
Dync1i2	243	269	274	232	336	310
Dync1li1	95	94	86	67	80	103
Dync1li2	228	308	172	175	225	282
Dync2h1	85	98	88	77	70	100
Dync2li1	40	47	39	53	61	48
Dynll1	113	70	65	61	71	106
Dynll2	930	890	413	663	731	825
Dynlrb1	200	225	216	176	209	206
Dynlrb2	0	0	0	0	0	0
Dynlt1a	0	2	2	1	1	0
Dynlt1b	1	0	0	0	0	0
Dynlt1c	0	0	0	0	0	0
Dynlt1e	0	0	0	0	0	0
Dynlt1f	0	0	0	0	0	0
Dynlt3	569	547	556	679	615	618
Dyrk1a	207	230	147	174	193	220
Dyrk1b	25	27	8	17	20	16
Dyrk2	54	93	34	39	31	50
Dyrk3	3	3	9	5	0	8
Dyrk4	0	0	0	0	0	0
Dysf	0	1	2	11	3	0
Dysfip1	0	0	0	0	0	0
Dytn	0	0	0	0	0	0
Dyx1c1	7	10	5	8	24	1
Dzip1	3	14	4	4	6	13
Dzip1l	4	10	3	9	4	7
Dzip3	26	24	15	24	17	32
E030002O03Rik	0	0	0	0	0	0
E030003E18Rik	0	0	0	2	0	1
E030010A14Rik	2	0	2	6	1	1
E030011O05Rik	0	0	0	0	1	0
E030013I19Rik	0	0	0	0	2	0
E030019B06Rik	0	0	0	0	0	0
E030024N20Rik	0	2	1	0	0	1
E030025P04Rik	0	0	0	0	0	0
E130003G02Rik	0	0	0	0	0	0
E130012A19Rik	0	0	1	1	0	0
E130018N17Rik	0	0	0	0	0	0
E130102H24Rik	6	27	6	7	16	4
E130112N10Rik	1	4	1	3	1	2
E130114P18Rik	0	0	0	0	0	0
E130201H02Rik	10	4	3	6	3	6
E130203B14Rik	8	3	8	1	11	9
E130215H24Rik	0	1	0	0	0	0
E130218I03Rik	0	1	0	0	0	0
E130303B06Rik	3	5	2	4	4	11
E130304F04Rik	0	0	0	0	0	0
E130304I02Rik	0	0	0	0	0	0
E130306D19Rik	10	18	5	4	4	6
E130307A14Rik	8	22	2	6	15	11
E130308A19Rik	65	69	80	44	53	78
E130309D02Rik	91	77	58	56	50	76
E130309D14Rik	4	4	3	1	0	2
E130309F12Rik	26	25	6	21	24	31
E130311K13Rik	5	14	6	9	21	19
E130317F20Rik	5	10	3	11	12	1
E230008N13Rik	0	0	0	1	0	1
E230016K23Rik	0	0	0	0	0	0
E230016M11Rik	1	2	0	1	1	1
E230019M04Rik	0	2	0	0	2	0
E230025N22Rik	0	3	0	1	1	2
E230029C05Rik	0	0	0	0	0	0
E2f1	41	48	13	27	23	20
E2f2	62	58	13	50	31	39
E2f3	13	15	17	14	10	10
E2f4	91	99	74	62	71	124
E2f5	40	63	82	51	68	85
E2f6	68	59	33	72	59	105
E2f7	6	8	2	2	2	2
E2f8	14	8	1	3	0	3
E330009D11	0	0	0	0	0	0
E330009J07Rik	60	60	74	29	45	47
E330012B07Rik	0	0	0	0	0	0
E330013P04Rik	0	0	0	0	0	0
E330014E10Rik	0	0	0	0	0	0
E330016A19Rik	0	1	1	1	0	2
E330017A01Rik	0	0	0	0	0	0
E330020D12Rik	0	0	0	4	0	0
E330021D16Rik	0	0	0	0	0	0
E330033B04Rik	1	1	1	1	0	2
E330033L03	0	0	0	0	0	0
E330034G19Rik	0	0	0	0	0	0
E430016F16Rik	0	0	0	0	0	0
E430018J23Rik	18	27	14	14	15	16
E430025E21Rik	319	473	370	228	390	439
E4f1	38	54	29	18	33	40
E530001F21Rik	0	0	0	0	0	0
E530011L22Rik	2	0	0	0	0	0
EG654453	0	0	0	0	0	0
ENSMUSG00000068790	0	0	0	0	0	0
EU599041	0	0	0	0	0	0
Eaf1	291	218	218	202	212	265
Eaf2	9	10	10	14	13	20
Eapp	91	114	119	99	109	100
Ear1	1	0	1	0	0	0
Ear10	0	0	0	0	0	0
Ear11	0	0	1	0	0	0
Ear12	0	0	0	0	0	0
Ear14	0	0	0	0	0	0
Ear2	0	0	0	0	0	0
Ear3	0	0	0	0	0	0
Ear4	0	0	0	0	0	0
Ear5	18	1	2	1	2	1
Ear6	0	0	0	0	0	0
Ear7	0	0	0	0	0	0
Ears2	76	39	57	34	36	57
Ebag9	160	119	119	109	113	116
Ebf1	3	0	0	3	1	0
Ebf2	0	0	0	1	1	0
Ebf3	0	1	0	2	0	3
Ebf4	1	0	0	3	1	1
Ebi3	1	1	0	1	1	0
Ebna1bp2	131	119	129	131	163	180
Ebp	155	163	49	92	125	127
Ebpl	16	17	11	20	19	25
Ecd	178	177	118	125	142	167
Ece1	265	338	75	154	205	163
Ece2	81	86	89	70	96	102
Ecel1	0	0	0	0	0	0
Ech1	218	284	228	281	305	333
Echdc1	208	150	162	154	193	155
Echdc2	352	403	196	197	254	426
Echdc3	93	82	54	65	95	57
Echs1	899	784	650	722	913	762
Eci1	152	168	157	144	183	166
Eci2	102	178	226	106	157	166
Eci3	82	87	67	48	107	71
Ecm1	3	1	6	10	2	8
Ecm2	3	0	1	4	0	2
Ecscr	13	10	5	35	9	24
Ecsit	171	130	88	89	149	144
Ect2	26	48	7	25	16	20
Ect2l	0	0	0	0	0	0
Eda	138	160	169	79	94	118
Eda2r	11	27	15	15	11	50
Edar	0	0	0	0	0	0
Edaradd	209	260	175	103	192	222
Edc3	69	94	79	73	92	79
Edc4	212	267	133	104	142	204
Eddm3b	0	0	0	0	0	0
Edem1	4256	4356	4810	3026	3666	4163
Edem2	2662	2740	1803	1418	2336	2084
Edem3	1547	1453	1870	992	1210	1467
Edf1	466	446	268	251	347	378
Edil3	1	0	0	2	2	0
Edn1	3	2	2	10	2	4
Edn2	0	0	0	0	1	1
Edn3	0	5	1	4	3	4
Ednra	1	1	2	0	0	1
Ednrb	4	5	7	24	4	2
Eea1	258	276	306	243	173	259
Eed	53	65	72	82	55	91
Eef1a1	12539	14952	11265	12911	13862	19618
Eef1a2	2	4	0	0	7	0
Eef1b2	3773	4014	3155	4190	3699	5531
Eef1d	738	802	514	526	725	866
Eef1e1	83	80	131	99	88	133
Eef1g	649	545	307	450	568	790
Eef2	15353	19824	10703	9788	12734	20994
Eef2k	223	219	76	100	175	186
Eefsec	46	45	24	19	33	36
Eepd1	50	45	22	68	43	45
Efcab1	3	5	0	2	2	0
Efcab10	1	0	0	0	0	0
Efcab2	2	7	9	7	5	9
Efcab3	0	0	1	0	0	0
Efcab4a	115	118	39	75	85	103
Efcab4b	15	7	3	3	4	6
Efcab5	2	2	1	0	3	4
Efcab6	0	0	0	0	0	0
Efcab7	11	9	9	15	9	11
Efcab8	0	0	0	0	0	0
Efcab9	0	0	0	0	1	0
Efemp1	23	27	30	85	44	23
Efemp2	23	9	5	23	13	26
Efha1	238	270	220	196	266	218
Efha2	13	23	25	23	29	39
Efhb	0	1	0	2	0	1
Efhc1	1	2	0	2	2	3
Efhc2	2	3	2	2	2	1
Efhd1	17	12	5	33	16	10
Efhd2	296	247	232	186	247	266
Efna1	26	23	19	32	23	24
Efna2	7	6	2	6	4	3
Efna3	3	2	2	3	1	1
Efna4	4	5	3	9	4	5
Efna5	6	9	0	11	2	7
Efnb1	24	30	19	23	27	31
Efnb2	6	8	4	32	4	6
Efnb3	2	2	0	0	5	3
Efr3a	253	267	204	188	226	262
Efr3b	167	63	74	88	109	218
Efs	11	5	3	7	13	8
Eftud1	108	109	64	62	118	92
Eftud2	141	131	66	81	111	142
Egf	822	731	674	533	604	607
Egfbp2	0	0	0	0	0	0
Egfem1	0	0	0	0	0	0
Egfl6	0	0	0	0	0	0
Egfl7	13	10	1	40	7	13
Egfl8	8	1	3	0	0	1
Egflam	32	39	7	54	10	26
Egfr	122	177	92	86	131	158
Egln1	231	238	173	171	233	183
Egln2	316	287	167	172	284	247
Egln3	1	0	1	6	2	4
Egr1	1973	4385	1887	2774	2733	4798
Egr2	5	23	47	24	15	53
Egr3	1	0	0	2	0	2
Egr4	1	0	0	0	0	0
Ehbp1	42	73	45	44	52	66
Ehbp1l1	6	6	5	15	4	6
Ehd1	138	143	94	105	123	135
Ehd2	18	29	10	42	11	16
Ehd3	7	9	11	10	2	8
Ehd4	55	28	39	69	37	60
Ehf	255	246	217	330	204	311
Ehhadh	358	277	237	235	319	241
Ehmt1	109	153	70	67	77	121
Ehmt2	419	404	207	239	310	387
Ei24	568	487	416	444	481	544
Eid1	433	557	408	484	598	529
Eid2	17	28	15	18	27	23
Eid2b	17	13	12	13	13	11
Eid3	0	0	0	0	0	0
Eif1	215	394	231	288	272	356
Eif1a	290	311	420	311	285	511
Eif1ad	146	160	110	79	132	149
Eif1ax	343	317	273	283	320	380
Eif1b	108	117	79	88	129	162
Eif2a	236	349	327	275	342	450
Eif2ak1	260	355	275	186	272	235
Eif2ak2	58	39	34	54	48	97
Eif2ak3	1456	2005	953	955	1258	1513
Eif2ak4	126	135	115	69	110	121
Eif2b1	313	364	382	289	285	383
Eif2b2	589	391	254	340	384	372
Eif2b3	111	73	72	79	50	88
Eif2b4	246	214	188	147	199	244
Eif2b5	501	484	372	334	402	457
Eif2c1	198	201	125	129	149	183
Eif2c2	117	145	138	62	46	104
Eif2c3	19	29	32	23	3	27
Eif2c4	67	88	57	59	70	84
Eif2d	217	240	136	142	198	218
Eif2s1	240	190	249	179	227	321
Eif2s2	419	418	534	424	483	500
Eif2s3x	18	19	34	37	47	45
Eif2s3y	96	167	0	0	0	233
Eif3a	1997	2204	1846	1179	1717	1997
Eif3b	1019	850	628	598	664	875
Eif3c	1145	1079	844	751	952	1112
Eif3d	678	725	499	367	527	742
Eif3e	275	358	447	444	354	623
Eif3f	579	829	483	597	839	1101
Eif3g	556	608	449	377	506	589
Eif3h	768	1063	705	740	993	1106
Eif3i	860	931	722	707	765	1073
Eif3j	68	95	58	77	108	147
Eif3k	828	1002	601	669	818	1026
Eif3l	709	666	556	569	775	856
Eif3m	257	286	253	316	243	396
Eif4a1	259	306	303	221	263	394
Eif4a2	1473	2288	2030	1816	1957	1911
Eif4a3	141	111	81	76	79	109
Eif4b	1639	2196	1801	1406	1794	2530
Eif4e	150	135	115	120	115	153
Eif4e1b	0	0	0	0	0	0
Eif4e2	223	236	211	123	186	206
Eif4e3	9	11	10	10	5	7
Eif4ebp1	492	633	403	315	566	518
Eif4ebp2	227	251	176	115	103	197
Eif4ebp3	46	56	42	26	59	66
Eif4enif1	99	152	92	95	96	164
Eif4g1	3473	3005	2812	1917	2222	2927
Eif4g2	4083	4068	4594	3585	3907	4739
Eif4g3	213	201	172	164	131	179
Eif4h	717	766	587	468	583	638
Eif5	1227	1379	1263	1104	1138	1450
Eif5a	1786	1532	1299	1369	1527	1892
Eif5a2	7	6	5	10	1	14
Eif5b	1414	1686	1159	1004	1591	1359
Eif6	169	165	105	106	140	199
Elac1	95	81	101	46	89	83
Elac2	117	117	85	78	76	100
Elane	0	0	0	1	0	0
Elavl1	174	220	155	183	178	249
Elavl2	3	0	2	0	1	3
Elavl3	0	0	0	0	0	0
Elavl4	0	4	0	0	1	0
Elf1	186	193	144	174	158	186
Elf2	146	211	175	155	133	152
Elf3	132	143	81	101	90	132
Elf4	7	13	8	31	9	15
Elf5	1	0	0	8	1	2
Elfn1	0	0	0	0	0	0
Elfn2	0	0	0	1	0	0
Elk1	43	25	21	26	33	38
Elk3	38	55	15	55	34	38
Elk4	24	36	31	35	17	41
Ell	72	74	27	32	42	48
